ChargingStation,Unit,Value,MinLevelValue,MaxLevelValue
TVR-00002,min,0.03,0,NA
TVR-00003,charge,0.1,0,NA
TVR-00003,min,0.03,0,NA
TVR-00006,charge,0.1,0,NA
TVR-00006,min,0.03,0,NA
TVR-00007,charge,0.1,0,NA
TVR-00007,min,0.03,0,NA
TVR-00008,charge,0.1,0,NA
TVR-00008,min,0.03,0,NA
TVR-00009,charge,0.1,0,NA
TVR-00009,min,0.03,0,NA
VBP-00004,charge,0.1,0,NA
VBP-00004,min,0.03,0,NA
VBP-00005,charge,0.1,0,NA
VBP-00005,min,0.03,0,NA
VBP-90001,min,0.02,0,NA
VCD-00002,min,0,0,NA
VCD-00003,min,0,0,NA
VCD-00005,min,0.03,0,NA
VCD-00006,min,0.105,0,NA
VCT-00001,min,0,0,NA
VCT-00002,min,0,0,NA
VCT-00008,min,0,0,NA
VCT-00011,min,0.08,0,NA
VCT-00012,charge,0.1,0,NA
VCT-00012,min,0.03,0,NA
VCT-00013,charge,0.1,0,NA
VCT-00013,min,0.03,0,NA
VCT-00014,min,0.08,0,NA
VCT-90003,kWh,0.1,0,NA
VCT-90004,min,0.006,0,NA
VCT-90005,min,0.005,0,NA
VCT-90006,min,0.0037,0,NA
VCT-90007,kWh,0.1,0,NA
VCT-90009,min,0.009,0,NA
VCT-90010,min,0.006,0,NA
VFC-00001,min,0.03,0,NA
VFR-00003,min,0.105,0,NA
VFR-00004,min,0.1,0,NA
VFR-00005,min,0.035,0,NA
VFR-00006,min,0.08,0,NA
VFX-00003,min,0.102,0,30
VFX-00003,min,0.163,30,NA
VFX-00007,kWh,0.12,0,NA
VFX-00008,kWh,0.12,0,NA
VFX-00009,kWh,0.1,0,NA
VFX-00010,kWh,0.1,0,NA
VFX-00011,kWh,0.1,0,NA
VFX-00012,kWh,0.1,0,NA
VFX-00013,min,0.08,0,NA
VGS-90001,min,0.02,0,NA
VIS-00001,min,0.1,0,NA
VIS-00002,min,0.1,0,NA
VIS-00003,min,0.102,0,30
VIS-00003,min,0.163,30,NA
VIS-00006,min,0.08,0,NA
VIS-00035,min,0,0,NA
VIS-00036,min,0,0,NA
VIS-00055,min,0,0,NA
VIS-00056,charge,0.1,0,NA
VIS-00056,min,0.025,0,NA
VIS-90032,min,0.006,0,NA
VIS-90033,min,0.0046,0,NA
VIS-90034,min,0.0046,0,NA
VIS-90037,min,0.006,0,NA
VIS-90038,min,0.01,0,NA
VIS-90039,min,0.005,0,NA
VIS-90040,min,0.0037,0,NA
VIS-90041,min,0.009,0,NA
VIZ-00002,min,0.1,0,NA
VIZ-90001,min,0.02,0,NA
VLC-00002,min,0,0,NA
VLC-00003,min,0.015,0,NA
VLC-00005,kWh,0.06,0,NA
VLF-00001,min,0,0,NA
VLG-00002,min,0.1,0,NA
VLG-00003,min,0.04,0,NA
VLG-00004,min,0.102,0,30
VLG-00004,min,0.163,30,NA
VLG-00005,min,0.01,0,NA
VLN-00001,min,0.08,0,NA
VLN-00003,min,0.08,0,NA
VLP-00001,min,0.04,0,NA
VLR-90001,min,0.02,0,NA
VLS-00001,min,0.075,0,NA
VMS-90001,min,0.02,0,NA
VNB-90001,min,0.031,0,NA
VNC-00002,min,0.03,0,NA
VNC-90001,min,0.031,0,NA
VND-00003,min,0.08,0,NA
VNF-00003,min,0.105,0,NA
VNF-00004,min,0.105,0,NA
VNF-00008,charge,0.5,0,NA
VNF-00008,min,0.03,0,NA
VNF-00009,min,0.1,0,NA
VNF-00010,min,0.08,0,NA
VNF-00013,min,0.09,0,NA
VNF-00014,kWh,0.09,0,NA
VNF-00015,kWh,0.08,0,NA
VNF-00016,kWh,0.08,0,NA
VNF-90007,min,0.029,0,NA
VNG-00003,min,0,0,NA
VNG-00006,min,0,0,NA
VNG-00011,min,0,0,NA
VNG-00012,min,0,0,NA
VNG-00013,min,0,0,NA
VNG-00016,min,0.057,0,NA
VNG-00017,min,0.04,0,NA
VNG-00018,min,0.03,0,NA
VNG-00019,min,0.105,0,NA
VNG-00025,min,0.025,0,NA
VNG-00026,min,0.025,0,NA
VNG-00027,min,0.025,0,NA
VNG-00028,min,0.025,0,NA
VNG-00029,min,0.01,0,NA
VNG-00030,min,0.01,0,NA
VNG-00032,min,0.1,0,NA
VNG-00033,min,0.1,0,NA
VNG-00034,min,0.102,0,30
VNG-00034,min,0.163,30,NA
VNG-00035,min,0.015,0,NA
VNG-00036,min,0.015,0,NA
VNG-00037,min,0.035,0,NA
VNG-00038,min,0.035,0,NA
VNG-00039,min,0.05,0,NA
VNG-00041,min,0.09,0,NA
VNG-00042,min,0.09,0,NA
VNG-00043,min,0.102,0,30
VNG-00043,min,0.163,30,NA
VNG-00044,min,0.105,0,NA
VNG-00046,min,0.035,0,NA
VNG-90001,min,0.0046,0,NA
VNG-90002,min,0.0046,0,NA
VNG-90005,min,0.006,0,NA
VNG-90007,min,0.005,0,NA
VNG-90008,min,0.0037,0,NA
VNG-90009,min,0.009,0,NA
VNG-90010,min,0.011,0,NA
VNG-90014,min,0.011,0,NA
VNH-90001,min,0.02,0,NA
VNP-90001,min,0.02,0,NA
VNT-90001,min,0.031,0,NA
VPA-90001,min,0.02,0,NA
VPT-00001,min,0.075,0,NA
VPV-00001,min,0.074,0,NA
VPV-00002,min,0.03,0,NA
VRL-00004,min,0,0,NA
VRL-00006,min,0,0,NA
VRL-00007,min,0.08,0,NA
VRL-00008,min,0.05,0,NA
VRL-00009,min,0.08,0,NA
VRL-00010,charge,0.15,0,NA
VRL-00010,min,0.05,0,NA
VRL-90001,min,0.009,0,NA
VRL-90002,min,0.006,0,NA
VRL-90003,min,0.0046,0,NA
VRL-90005,min,0.0046,0,NA
VRS-00001,min,0,0,NA
VRS-00003,min,0.08,0,NA
VVD-00002,min,0.05,0,NA
VVD-00003,min,0.05,0,NA
VVD-00004,min,0.1,0,NA
VVR-90001,min,0.02,0,NA
VZL-00001,min,0.105,0,NA
VZL-00002,min,0.105,0,NA
VZL-90003,kWh,0.1,0,NA
